"species","family","genus","garden","pres"
"Ipomoea quamoclit","Convolvulaceae","Ipomoea","fr",1
"Ipomoea tricolor","Convolvulaceae","Ipomoea","fr",1
"Iresine lindenii","Amaranthaceae","Iresine","fr",1
"Iris biglumis","Iridaceae","Iris","fr",1
"Iris bloudowii","Iridaceae","Iris","fr",1
"Iris bloudowii","Iridaceae","Iris","fr",1
"Iris bucharica","Iridaceae","Iris","fr",1
"Iris chrysographes","Iridaceae","Iris","fr",1
"Iris crocea","Iridaceae","Iris","fr",1
"Iris crocea","Iridaceae","Iris","fr",1
"Iris ensata","Iridaceae","Iris","fr",1
